Book;Chapter;Character A;Character B;Relationship
William Shakespeare: Henry 4 Part 2;13;King Henry IV;Prince John, Duke of Lancaster;positive
William Shakespeare: Henry 4 Part 2;13;Prince Harry;Prince John, Duke of Lancaster;neutral
William Shakespeare: Henry 4 Part 2;14;Davy;Lord Chief Justice;positive
William Shakespeare: Henry 4 Part 2;14;Lord Chief Justice;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;14;Poins, Peto, and Bardolph;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;14;Prince Harry;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;15;"Humphrey, Duke of Gloucester; and Thomas, Duke of Clarence";King Henry IV;neutral
William Shakespeare: Henry 4 Part 2;15;"Humphrey, Duke of Gloucester; and Thomas, Duke of Clarence";Lord Chief Justice;neutral
William Shakespeare: Henry 4 Part 2;15;King Henry IV;Lord Chief Justice;positive
William Shakespeare: Henry 4 Part 2;15;King Henry IV;Prince John, Duke of Lancaster;neutral
William Shakespeare: Henry 4 Part 2;15;Lord Chief Justice;Prince John, Duke of Lancaster;neutral
William Shakespeare: Henry 4 Part 2;16;Ancient Pistol;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;16;Davy;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;16;Lord Chief Justice;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;16;Poins, Peto, and Bardolph;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;16;Prince Harry;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;17;Doll Tearsheet;Mistress Quickly;positive
William Shakespeare: Henry 4 Part 2;17;Doll Tearsheet;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;17;Mistress Quickly;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;18;Ancient Pistol;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;18;Justice Shallow and Justice Silence;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;18;King Henry IV;Prince John, Duke of Lancaster;neutral
William Shakespeare: Henry 4 Part 2;18;King Henry IV;Sir John Falstaff;negative
William Shakespeare: Henry 4 Part 2;18;Lord Chief Justice;Prince John, Duke of Lancaster;neutral
William Shakespeare: Henry 4 Part 2;18;Lord Chief Justice;Sir John Falstaff;negative
William Shakespeare: Henry 4 Part 2;18;Page;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;18;Poins, Peto, and Bardolph;Sir John Falstaff;positive
William Shakespeare: Henry 4 Part 2;19;King Henry IV;Prince Harry;neutral
William Shakespeare: Henry 4 Part 2;19;Prince Harry;Sir John Falstaff;neutral
William Shakespeare: Henry 5;2;Archbishop of Canterbury & the Bishop of Ely;King Henry V;positive
William Shakespeare: Henry 5;3;Archbishop of Canterbury & the Bishop of Ely;King Henry V;positive
William Shakespeare: Henry 5;3;Dauphin;King Henry V;negative
William Shakespeare: Henry 5;3;Dukes of Clarence, Bedford, & Gloucester;King Henry V;positive
William Shakespeare: Henry 5;4;Cambridge, Scroop, & Grey;King Henry V;positive
William Shakespeare: Henry 5;4;Chorus;King Henry V;neutral
William Shakespeare: Henry 5;5;Ancient Pistol;Bardolph;neutral
William Shakespeare: Henry 5;5;Ancient Pistol;Boy;neutral
William Shakespeare: Henry 5;5;Ancient Pistol;King Henry V;negative
William Shakespeare: Henry 5;5;Ancient Pistol;Nym;negative
William Shakespeare: Henry 5;5;Bardolph;Boy;neutral
William Shakespeare: Henry 5;5;Bardolph;Nym;negative
William Shakespeare: Henry 5;5;Boy;Nym;neutral
William Shakespeare: Henry 5;5;King Henry V;Nym;negative
William Shakespeare: Henry 5;5;King Henry V;Sir John Falstaff;negative
William Shakespeare: Henry 5;6;Cambridge, Scroop, & Grey;King Henry V;negative
William Shakespeare: Henry 5;6;Dukes of Clarence, Bedford, & Gloucester;King Henry V;neutral
William Shakespeare: Henry 5;7;Ancient Pistol;Bardolph;neutral
William Shakespeare: Henry 5;7;Ancient Pistol;Boy;neutral
William Shakespeare: Henry 5;7;Ancient Pistol;Hostess;positive
William Shakespeare: Henry 5;7;Ancient Pistol;Nym;negative
William Shakespeare: Henry 5;7;Bardolph;Boy;neutral
William Shakespeare: Henry 5;7;Bardolph;Nym;negative
William Shakespeare: Henry 5;7;Boy;Nym;neutral
William Shakespeare: Henry 5;8;Dauphin;King Charles VI;negative
William Shakespeare: Henry 5;8;King Charles VI;King Henry V;negative
William Shakespeare: Henry 5;9;Chorus;King Henry V;neutral
William Shakespeare: Henry 5;9;King Charles VI;King Henry V;negative
William Shakespeare: Henry 5;10;Dukes of Exeter, Westmoreland, Salisbury, & Warwick;King Henry V;positive
William Shakespeare: Henry 5;10;King Charles VI;King Henry V;negative
William Shakespeare: Henry 5;11;Ancient Pistol;Bardolph;neutral
William Shakespeare: Henry 5;11;Ancient Pistol;Boy;negative
William Shakespeare: Henry 5;11;Ancient Pistol;Captain Fluellen;negative
William Shakespeare: Henry 5;11;Ancient Pistol;Nym;neutral
William Shakespeare: Henry 5;11;Bardolph;Boy;negative
William Shakespeare: Henry 5;11;Bardolph;Captain Fluellen;negative
William Shakespeare: Henry 5;11;Bardolph;Nym;neutral
William Shakespeare: Henry 5;11;Boy;Captain Fluellen;neutral
William Shakespeare: Henry 5;11;Boy;Nym;negative
William Shakespeare: Henry 5;11;Captain Fluellen;Captain Gower;positive
William Shakespeare: Henry 5;11;Captain Fluellen;Nym;negative
William Shakespeare: Henry 5;12;Dauphin;King Henry V;negative
William Shakespeare: Henry 5;12;Dukes of Exeter, Westmoreland, Salisbury, & Warwick;King Henry V;positive
William Shakespeare: Henry 5;13;Alice;Catherine;positive
William Shakespeare: Henry 5;13;Alice;King Henry V;neutral
William Shakespeare: Henry 5;13;Catherine;King Charles VI;positive
William Shakespeare: Henry 5;13;Catherine;King Henry V;neutral
William Shakespeare: Henry 5;14;Dauphin;King Charles VI;positive
William Shakespeare: Henry 5;14;Dauphin;King Henry V;negative
William Shakespeare: Henry 5;14;King Charles VI;King Henry V;negative
William Shakespeare: Henry 5;15;Ancient Pistol;Bardolph;positive
William Shakespeare: Henry 5;15;Ancient Pistol;Captain Fluellen;negative
William Shakespeare: Henry 5;15;Ancient Pistol;Captain Gower;neutral
William Shakespeare: Henry 5;15;Bardolph;King Henry V;negative
William Shakespeare: Henry 5;15;Captain Fluellen;Captain Gower;positive
William Shakespeare: Henry 5;15;Captain Fluellen;King Henry V;positive
William Shakespeare: Henry 5;15;King Charles VI;King Henry V;negative
William Shakespeare: Henry 5;17;Chorus;King Henry V;neutral
William Shakespeare: Henry 5;17;King Charles VI;King Henry V;negative
William Shakespeare: Henry 5;18;Ancient Pistol;Captain Fluellen;negative
William Shakespeare: Henry 5;18;Ancient Pistol;King Henry V;neutral
William Shakespeare: Henry 5;18;Captain Fluellen;Captain Gower;positive
William Shakespeare: Henry 5;18;Captain Fluellen;King Henry V;positive
William Shakespeare: Henry 5;18;Dukes of Clarence, Bedford, & Gloucester;King Henry V;positive
William Shakespeare: Henry 5;18;King Henry V;Michael Williams, John Bates, & Alexander Court;neutral
William Shakespeare: Henry 5;18;King Henry V;Sir Thomas Erpingham;positive
William Shakespeare: Henry 5;19;Archbishop of Canterbury & the Bishop of Ely;King Charles VI;positive
William Shakespeare: Henry 5;19;Archbishop of Canterbury & the Bishop of Ely;King Henry V;negative
William Shakespeare: Henry 5;20;French noblemen and military leaders;King Henry V;negative
William Shakespeare: Henry 5;20;King Henry V;Michael Williams, John Bates, & Alexander Court;positive
William Shakespeare: Henry 5;20;King Henry V;Montjoy;negative
William Shakespeare: Henry 5;21;Ancient Pistol;Boy;negative
William Shakespeare: Henry 5;21;Ancient Pistol;Monsieur le Fer;positive
William Shakespeare: Henry 5;21;Bardolph;Boy;positive
William Shakespeare: Henry 5;21;Boy;Nym;positive
William Shakespeare: Henry 5;22;French noblemen and military leaders;King Charles VI;negative
William Shakespeare: Henry 5;22;French noblemen and military leaders;King Henry V;negative
William Shakespeare: Henry 5;22;King Charles VI;King Henry V;negative
William Shakespeare: Henry 5;23;Dukes of York & Suffolk;King Henry V;positive
William Shakespeare: Henry 5;23;French noblemen and military leaders;King Henry V;negative
William Shakespeare: Henry 5;24;Captain Fluellen;Captain Gower;positive
William Shakespeare: Henry 5;24;Captain Fluellen;King Henry V;positive
William Shakespeare: Henry 5;24;Captain Gower;King Henry V;positive
William Shakespeare: Henry 5;24;French noblemen and military leaders;King Henry V;negative
William Shakespeare: Henry 5;24;King Henry V;Michael Williams, John Bates, & Alexander Court;positive
William Shakespeare: Henry 5;24;King Henry V;Montjoy;negative
William Shakespeare: Henry 5;25;Captain Fluellen;King Henry V;positive
William Shakespeare: Henry 5;25;Captain Fluellen;Michael Williams, John Bates, & Alexander Court;negative
William Shakespeare: Henry 5;25;Dukes of Exeter, Westmoreland, Salisbury, & Warwick;King Henry V;positive
William Shakespeare: Henry 5;25;French noblemen and military leaders;King Henry V;negative
William Shakespeare: Henry 5;25;King Henry V;Michael Williams, John Bates, & Alexander Court;positive
William Shakespeare: Henry 5;26;Chorus;King Henry V;neutral
William Shakespeare: Henry 5;26;French noblemen and military leaders;King Henry V;positive
William Shakespeare: Henry 5;27;Ancient Pistol;Captain Fluellen;negative
William Shakespeare: Henry 5;27;Ancient Pistol;Captain Gower;neutral
William Shakespeare: Henry 5;27;Captain Fluellen;Captain Gower;positive
William Shakespeare: Henry 5;28;Alice;Catherine;positive
William Shakespeare: Henry 5;28;Catherine;King Henry V;positive
William Shakespeare: Henry 5;28;Isabel;King Charles VI;neutral
William Shakespeare: Henry 5;28;Isabel;King Henry V;neutral
William Shakespeare: Henry 5;28;King Charles VI;King Henry V;positive
William Shakespeare: Henry 5;29;Catherine;Chorus;neutral
William Shakespeare: Henry 5;29;Catherine;King Henry V;positive
William Shakespeare: Henry 5;29;Chorus;King Henry V;positive
William Shakespeare: Henry 6 Part 1;1;Alençon;Charles;positive
William Shakespeare: Henry 6 Part 1;1;Bedford;Exeter;positive
William Shakespeare: Henry 6 Part 1;1;Bedford;Gloucester;positive
William Shakespeare: Henry 6 Part 1;1;Bedford;Talbot;positive
William Shakespeare: Henry 6 Part 1;1;Bedford;Winchester;neutral
William Shakespeare: Henry 6 Part 1;1;Charles;Joan la Pucelle;positive
William Shakespeare: Henry 6 Part 1;1;Charles;René;positive
William Shakespeare: Henry 6 Part 1;1;Exeter;Gloucester;positive
William Shakespeare: Henry 6 Part 1;1;Gloucester;Somerset;neutral
William Shakespeare: Henry 6 Part 1;1;Gloucester;Warwick;neutral
William Shakespeare: Henry 6 Part 1;1;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 1;1;Sir John Fastolf;Talbot;negative
William Shakespeare: Henry 6 Part 1;2;Charles;Joan la Pucelle;positive
William Shakespeare: Henry 6 Part 1;2;Gloucester;Mayor;neutral
William Shakespeare: Henry 6 Part 1;2;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 1;2;Gloucester;Woodville;negative
William Shakespeare: Henry 6 Part 1;2;Joan la Pucelle;Talbot;negative
William Shakespeare: Henry 6 Part 1;2;Mayor;Winchester;neutral
William Shakespeare: Henry 6 Part 1;2;Salisbury;Talbot;positive
William Shakespeare: Henry 6 Part 1;2;Winchester;Woodville;positive
William Shakespeare: Henry 6 Part 1;3;Alençon;Charles;positive
William Shakespeare: Henry 6 Part 1;3;Bedford;Talbot;positive
William Shakespeare: Henry 6 Part 1;3;Burgundy;Talbot;positive
William Shakespeare: Henry 6 Part 1;3;Charles;Joan la Pucelle;negative
William Shakespeare: Henry 6 Part 1;3;Charles;René;positive
William Shakespeare: Henry 6 Part 1;3;Countess of Auvergne;Talbot;negative
William Shakespeare: Henry 6 Part 1;3;Joan la Pucelle;Talbot;negative
William Shakespeare: Henry 6 Part 1;4;Mortimer;Richard Plantagenet;positive
William Shakespeare: Henry 6 Part 1;4;Richard Plantagenet;Somerset;negative
William Shakespeare: Henry 6 Part 1;4;Richard Plantagenet;Warwick;positive
William Shakespeare: Henry 6 Part 1;5;Exeter;King Henry VI;neutral
William Shakespeare: Henry 6 Part 1;5;Gloucester;King Henry VI;positive
William Shakespeare: Henry 6 Part 1;5;Gloucester;Mayor;neutral
William Shakespeare: Henry 6 Part 1;5;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 1;5;King Henry VI;Richard Plantagenet;positive
William Shakespeare: Henry 6 Part 1;5;King Henry VI;Winchester;neutral
William Shakespeare: Henry 6 Part 1;5;Mayor;Winchester;neutral
William Shakespeare: Henry 6 Part 1;5;Richard Plantagenet;Somerset;negative
William Shakespeare: Henry 6 Part 1;5;Richard Plantagenet;Warwick;positive
William Shakespeare: Henry 6 Part 1;6;Bedford;Talbot;positive
William Shakespeare: Henry 6 Part 1;6;Burgundy;Talbot;positive
William Shakespeare: Henry 6 Part 1;6;Charles;Joan la Pucelle;positive
William Shakespeare: Henry 6 Part 1;6;Charles;Talbot;negative
William Shakespeare: Henry 6 Part 1;6;Joan la Pucelle;Talbot;negative
William Shakespeare: Henry 6 Part 1;6;Sir John Fastolf;Talbot;negative
William Shakespeare: Henry 6 Part 1;7;Basset;Somerset;positive
William Shakespeare: Henry 6 Part 1;7;Basset;Vernon;negative
William Shakespeare: Henry 6 Part 1;7;Burgundy;Joan la Pucelle;positive
William Shakespeare: Henry 6 Part 1;7;Burgundy;Talbot;negative
William Shakespeare: Henry 6 Part 1;7;Charles;Joan la Pucelle;positive
William Shakespeare: Henry 6 Part 1;7;Charles;Talbot;negative
William Shakespeare: Henry 6 Part 1;7;King Henry VI;Talbot;positive
William Shakespeare: Henry 6 Part 1;7;Somerset;Vernon;positive
William Shakespeare: Henry 6 Part 1;8;Basset;Vernon;negative
William Shakespeare: Henry 6 Part 1;8;Burgundy;King Henry VI;negative
William Shakespeare: Henry 6 Part 1;8;Exeter;King Henry VI;neutral
William Shakespeare: Henry 6 Part 1;8;Gloucester;King Henry VI;positive
William Shakespeare: Henry 6 Part 1;8;Gloucester;Winchester;neutral
William Shakespeare: Henry 6 Part 1;8;King Henry VI;Somerset;positive
William Shakespeare: Henry 6 Part 1;8;King Henry VI;Talbot;positive
William Shakespeare: Henry 6 Part 1;8;King Henry VI;Winchester;neutral
William Shakespeare: Henry 6 Part 1;8;Sir John Fastolf;Talbot;negative
William Shakespeare: Henry 6 Part 1;9;Charles;Talbot;negative
William Shakespeare: Henry 6 Part 1;9;General;Talbot;negative
William Shakespeare: Henry 6 Part 1;9;Sir William Lucy;Somerset;neutral
William Shakespeare: Henry 6 Part 1;9;Somerset;Talbot;positive
William Shakespeare: Henry 6 Part 1;10;Burgundy;Charles;positive
William Shakespeare: Henry 6 Part 1;10;Burgundy;Joan la Pucelle;positive
William Shakespeare: Henry 6 Part 1;10;Burgundy;John;positive
William Shakespeare: Henry 6 Part 1;10;Charles;Joan la Pucelle;positive
William Shakespeare: Henry 6 Part 1;10;Charles;Talbot;negative
William Shakespeare: Henry 6 Part 1;10;Joan la Pucelle;John;negative
William Shakespeare: Henry 6 Part 1;10;Joan la Pucelle;Sir William Lucy;negative
William Shakespeare: Henry 6 Part 1;10;John;Talbot;positive
William Shakespeare: Henry 6 Part 1;10;Sir William Lucy;Talbot;positive
William Shakespeare: Henry 6 Part 1;11;Burgundy;Somerset;negative
William Shakespeare: Henry 6 Part 1;11;Charles;Joan la Pucelle;positive
William Shakespeare: Henry 6 Part 1;11;Gloucester;King Henry VI;positive
William Shakespeare: Henry 6 Part 1;11;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 1;11;Joan la Pucelle;Somerset;negative
William Shakespeare: Henry 6 Part 1;11;King Henry VI;Margaret;positive
William Shakespeare: Henry 6 Part 1;11;King Henry VI;Suffolk;positive
William Shakespeare: Henry 6 Part 1;11;King Henry VI;Winchester;neutral
William Shakespeare: Henry 6 Part 1;11;Margaret;Suffolk;positive
William Shakespeare: Henry 6 Part 1;12;Alençon;Charles;positive
William Shakespeare: Henry 6 Part 1;12;Charles;René;positive
William Shakespeare: Henry 6 Part 1;12;Charles;Somerset;neutral
William Shakespeare: Henry 6 Part 1;12;Gloucester;King Henry VI;positive
William Shakespeare: Henry 6 Part 1;12;Gloucester;Suffolk;negative
William Shakespeare: Henry 6 Part 1;12;Joan la Pucelle;Shepherd;negative
William Shakespeare: Henry 6 Part 1;12;Joan la Pucelle;Somerset;negative
William Shakespeare: Henry 6 Part 1;12;King Henry VI;Margaret;positive
William Shakespeare: Henry 6 Part 1;12;King Henry VI;Suffolk;positive
William Shakespeare: Henry 6 Part 1;12;Margaret;Suffolk;positive
William Shakespeare: Henry 6 Part 1;12;Shepherd;Somerset;positive
William Shakespeare: Henry 6 Part 1;12;Somerset;Warwick;positive
William Shakespeare: Henry 6 Part 1;12;Somerset;Winchester;neutral
William Shakespeare: Henry 6 Part 2;1;Buckingham;Somerset;neutral
William Shakespeare: Henry 6 Part 2;1;Buckingham;Winchester;positive
William Shakespeare: Henry 6 Part 2;1;Gloucester;King Henry VI;negative
William Shakespeare: Henry 6 Part 2;1;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 2;1;King Henry VI;Margaret;positive
William Shakespeare: Henry 6 Part 2;1;King Henry VI;Suffolk;positive
William Shakespeare: Henry 6 Part 2;1;King Henry VI;York;negative
William Shakespeare: Henry 6 Part 2;1;Salisbury;Warwick;positive
William Shakespeare: Henry 6 Part 2;1;Salisbury;York;positive
William Shakespeare: Henry 6 Part 2;1;Suffolk;Winchester;positive
William Shakespeare: Henry 6 Part 2;1;Warwick;York;positive
William Shakespeare: Henry 6 Part 2;2;Buckingham;Winchester;positive
William Shakespeare: Henry 6 Part 2;2;Buckingham;York;neutral
William Shakespeare: Henry 6 Part 2;2;Duchess;Gloucester;negative
William Shakespeare: Henry 6 Part 2;2;Duchess;Hume;neutral
William Shakespeare: Henry 6 Part 2;2;Duchess;Margaret;negative
William Shakespeare: Henry 6 Part 2;2;Gloucester;King Henry VI;negative
William Shakespeare: Henry 6 Part 2;2;Gloucester;Suffolk;negative
William Shakespeare: Henry 6 Part 2;2;Gloucester;York;neutral
William Shakespeare: Henry 6 Part 2;2;Hume;Suffolk;neutral
William Shakespeare: Henry 6 Part 2;2;Hume;Winchester;neutral
William Shakespeare: Henry 6 Part 2;2;King Henry VI;Margaret;negative
William Shakespeare: Henry 6 Part 2;2;King Henry VI;Suffolk;positive
William Shakespeare: Henry 6 Part 2;2;King Henry VI;York;negative
William Shakespeare: Henry 6 Part 2;2;Margaret;Suffolk;positive
William Shakespeare: Henry 6 Part 2;2;Somerset;York;negative
William Shakespeare: Henry 6 Part 2;2;Suffolk;Winchester;positive
William Shakespeare: Henry 6 Part 2;3;Buckingham;Gloucester;neutral
William Shakespeare: Henry 6 Part 2;3;Buckingham;York;neutral
William Shakespeare: Henry 6 Part 2;3;Duchess;Gloucester;negative
William Shakespeare: Henry 6 Part 2;3;Duchess;Margaret;negative
William Shakespeare: Henry 6 Part 2;3;Gloucester;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;3;Gloucester;Suffolk;negative
William Shakespeare: Henry 6 Part 2;3;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 2;3;King Henry VI;Margaret;positive
William Shakespeare: Henry 6 Part 2;3;Margaret;Suffolk;positive
William Shakespeare: Henry 6 Part 2;3;Salisbury;York;positive
William Shakespeare: Henry 6 Part 2;3;Somerset;York;negative
William Shakespeare: Henry 6 Part 2;3;Warwick;York;positive
William Shakespeare: Henry 6 Part 2;4;Duchess;Gloucester;positive
William Shakespeare: Henry 6 Part 2;4;Duchess;Margaret;negative
William Shakespeare: Henry 6 Part 2;4;Gloucester;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;4;Gloucester;Margaret;negative
William Shakespeare: Henry 6 Part 2;4;Gloucester;Suffolk;negative
William Shakespeare: Henry 6 Part 2;4;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 2;4;Gloucester;York;negative
William Shakespeare: Henry 6 Part 2;4;Horner;York;neutral
William Shakespeare: Henry 6 Part 2;4;King Henry VI;Margaret;positive
William Shakespeare: Henry 6 Part 2;4;Peter;York;neutral
William Shakespeare: Henry 6 Part 2;5;Buckingham;Gloucester;negative
William Shakespeare: Henry 6 Part 2;5;Buckingham;Margaret;positive
William Shakespeare: Henry 6 Part 2;5;Gloucester;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;5;Gloucester;Margaret;negative
William Shakespeare: Henry 6 Part 2;5;Gloucester;Suffolk;negative
William Shakespeare: Henry 6 Part 2;5;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 2;5;Gloucester;York;negative
William Shakespeare: Henry 6 Part 2;5;Jack Cade;York;positive
William Shakespeare: Henry 6 Part 2;5;King Henry VI;Margaret;positive
William Shakespeare: Henry 6 Part 2;5;Margaret;Suffolk;positive
William Shakespeare: Henry 6 Part 2;5;Margaret;York;positive
William Shakespeare: Henry 6 Part 2;5;Somerset;York;negative
William Shakespeare: Henry 6 Part 2;5;Winchester;York;neutral
William Shakespeare: Henry 6 Part 2;6;Gloucester;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;6;Gloucester;Winchester;negative
William Shakespeare: Henry 6 Part 2;6;King Henry VI;Margaret;negative
William Shakespeare: Henry 6 Part 2;6;King Henry VI;Salisbury;positive
William Shakespeare: Henry 6 Part 2;6;King Henry VI;Suffolk;negative
William Shakespeare: Henry 6 Part 2;6;King Henry VI;Warwick;positive
William Shakespeare: Henry 6 Part 2;6;Margaret;Suffolk;positive
William Shakespeare: Henry 6 Part 2;6;Salisbury;Warwick;positive
William Shakespeare: Henry 6 Part 2;6;Somerset;Winchester;neutral
William Shakespeare: Henry 6 Part 2;6;Suffolk;Warwick;negative
William Shakespeare: Henry 6 Part 2;6;Suffolk;Winchester;neutral
William Shakespeare: Henry 6 Part 2;7;Buckingham;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;7;Butcher;Jack Cade;positive
William Shakespeare: Henry 6 Part 2;7;Captain;Suffolk;negative
William Shakespeare: Henry 6 Part 2;7;Jack Cade;Lord Saye;negative
William Shakespeare: Henry 6 Part 2;7;Jack Cade;Stafford;negative
William Shakespeare: Henry 6 Part 2;7;Jack Cade;Weaver;positive
William Shakespeare: Henry 6 Part 2;7;Jack Cade;York;positive
William Shakespeare: Henry 6 Part 2;7;King Henry VI;Margaret;positive
William Shakespeare: Henry 6 Part 2;7;King Henry VI;Stafford;positive
William Shakespeare: Henry 6 Part 2;7;Suffolk;Whitmore;negative
William Shakespeare: Henry 6 Part 2;8;Alexander Iden;Jack Cade;negative
William Shakespeare: Henry 6 Part 2;8;Buckingham;Jack Cade;negative
William Shakespeare: Henry 6 Part 2;8;Buckingham;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;8;Butcher;Jack Cade;positive
William Shakespeare: Henry 6 Part 2;8;Butcher;Sergeant;negative
William Shakespeare: Henry 6 Part 2;8;Clifford;Jack Cade;negative
William Shakespeare: Henry 6 Part 2;8;Clifford;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;8;Jack Cade;Lord Saye;negative
William Shakespeare: Henry 6 Part 2;8;Jack Cade;Sergeant;negative
William Shakespeare: Henry 6 Part 2;8;Jack Cade;Weaver;positive
William Shakespeare: Henry 6 Part 2;8;King Henry VI;Somerset;positive
William Shakespeare: Henry 6 Part 2;8;King Henry VI;York;negative
William Shakespeare: Henry 6 Part 2;8;Somerset;York;negative
William Shakespeare: Henry 6 Part 2;9;Alexander Iden;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;9;Buckingham;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;9;Buckingham;York;negative
William Shakespeare: Henry 6 Part 2;9;Clifford;King Henry VI;positive
William Shakespeare: Henry 6 Part 2;9;Clifford;Warwick;negative
William Shakespeare: Henry 6 Part 2;9;Clifford;York;negative
William Shakespeare: Henry 6 Part 2;9;Edward;York;positive
William Shakespeare: Henry 6 Part 2;9;King Henry VI;Margaret;positive
William Shakespeare: Henry 6 Part 2;9;King Henry VI;York;negative
William Shakespeare: Henry 6 Part 2;9;Margaret;Somerset;positive
William Shakespeare: Henry 6 Part 2;9;Richard;York;positive
William Shakespeare: Henry 6 Part 2;9;Salisbury;York;positive
William Shakespeare: Henry 6 Part 2;9;Somerset;York;negative
William Shakespeare: Henry 6 Part 2;9;Warwick;York;positive
William Shakespeare: Henry 6 Part 2;9;York;Young Clifford;negative
William Shakespeare: Henry 6 Part 3;1;Clifford;Henry;positive
William Shakespeare: Henry 6 Part 3;1;Clifford;York;negative
William Shakespeare: Henry 6 Part 3;1;Edward;Warwick;positive
William Shakespeare: Henry 6 Part 3;1;Edward;York;positive
William Shakespeare: Henry 6 Part 3;1;Exeter;Henry;neutral
William Shakespeare: Henry 6 Part 3;1;Henry;Margaret;negative
William Shakespeare: Henry 6 Part 3;1;Henry;Northumberland;positive
William Shakespeare: Henry 6 Part 3;1;Henry;Prince Edward;positive
William Shakespeare: Henry 6 Part 3;1;Henry;Warwick;negative
William Shakespeare: Henry 6 Part 3;1;Henry;Westmorland;positive
William Shakespeare: Henry 6 Part 3;1;Henry;York;negative
William Shakespeare: Henry 6 Part 3;1;Margaret;Prince Edward;positive
William Shakespeare: Henry 6 Part 3;1;Richard;Warwick;positive
William Shakespeare: Henry 6 Part 3;1;Richard;York;positive
William Shakespeare: Henry 6 Part 3;1;Warwick;York;positive
William Shakespeare: Henry 6 Part 3;2;Clifford;Margaret;positive
William Shakespeare: Henry 6 Part 3;2;Clifford;York;negative
William Shakespeare: Henry 6 Part 3;2;Edward;Warwick;positive
William Shakespeare: Henry 6 Part 3;2;Edward;York;positive
William Shakespeare: Henry 6 Part 3;2;Henry;Margaret;negative
William Shakespeare: Henry 6 Part 3;2;Henry;Northumberland;positive
William Shakespeare: Henry 6 Part 3;2;Henry;Prince Edward;positive
William Shakespeare: Henry 6 Part 3;2;Henry;Warwick;negative
William Shakespeare: Henry 6 Part 3;2;Henry;York;negative
William Shakespeare: Henry 6 Part 3;2;Margaret;Northumberland;positive
William Shakespeare: Henry 6 Part 3;2;Margaret;Prince Edward;positive
William Shakespeare: Henry 6 Part 3;2;Margaret;York;negative
William Shakespeare: Henry 6 Part 3;2;Montague;York;positive
William Shakespeare: Henry 6 Part 3;2;Northumberland;York;negative
William Shakespeare: Henry 6 Part 3;2;Richard;Warwick;positive
William Shakespeare: Henry 6 Part 3;2;Richard;York;positive
William Shakespeare: Henry 6 Part 3;3;Clifford;Margaret;positive
William Shakespeare: Henry 6 Part 3;3;Clifford;Richard;negative
William Shakespeare: Henry 6 Part 3;3;Edward;George;positive
William Shakespeare: Henry 6 Part 3;3;Edward;Margaret;negative
William Shakespeare: Henry 6 Part 3;3;Edward;Richard;positive
William Shakespeare: Henry 6 Part 3;3;Edward;Warwick;positive
William Shakespeare: Henry 6 Part 3;3;George;Warwick;positive
William Shakespeare: Henry 6 Part 3;3;Henry;Margaret;negative
William Shakespeare: Henry 6 Part 3;3;Henry;Prince Edward;positive
William Shakespeare: Henry 6 Part 3;3;Henry;Warwick;negative
William Shakespeare: Henry 6 Part 3;3;Margaret;Northumberland;positive
William Shakespeare: Henry 6 Part 3;3;Margaret;Prince Edward;positive
William Shakespeare: Henry 6 Part 3;3;Margaret;York;negative
William Shakespeare: Henry 6 Part 3;3;Northumberland;York;negative
William Shakespeare: Henry 6 Part 3;3;Richard;Warwick;positive
William Shakespeare: Henry 6 Part 3;4;Clifford;Henry;negative
William Shakespeare: Henry 6 Part 3;4;Clifford;Richard;negative
William Shakespeare: Henry 6 Part 3;4;Clifford;Warwick;negative
William Shakespeare: Henry 6 Part 3;4;Edward;George;positive
William Shakespeare: Henry 6 Part 3;4;Edward;Margaret;negative
